GemName,Usage (GS),Usage (NR),Downloads,% Usage (GS),% Usage (NR),% Downloads
zipruby,4,79,35979,0.005449591,0.010435931,0.005010007
validates_email,1,3,1162,0.001362398,0.000396301,0.000161806
wikicloth,1,1,4874,0.001362398,0.0001321,0.000678695
rrd-ffi,1,1,5535,0.001362398,0.0001321,0.000770738
sorted,2,1,2991,0.002724796,0.0001321,0.000416491
paypal,1,24,6403,0.001362398,0.00317041,0.000891606
dineromail,1,1,556,0.001362398,0.0001321,7.74219E-05
big_sitemap,1,19,1981,0.001362398,0.002509908,0.00027585
inploy,1,10,13398,0.001362398,0.001321004,0.001865646
quick_magick,3,6,8165,0.004087193,0.000792602,0.001136961
phoney,1,2,1764,0.001362398,0.000264201,0.000245634
laserlemon-vestal_versions,1,17,0,0.001362398,0.002245707,0
phocus,1,2,2511,0.001362398,0.000264201,0.000349652
mongrel_cluster,1,32,87809,0.001362398,0.004227213,0.012227236
gem_plugin,2,554,671849,0.002724796,0.07318362,0.093553691
decisiv-acts_as_versioned,1,1,0,0.001362398,0.0001321,0
decisiv-grouped_scope,1,1,0,0.001362398,0.0001321,0
data_uri,2,2,991,0.002724796,0.000264201,0.000137995
ruby-bitly,2,3,4053,0.002724796,0.000396301,0.000564373
lorax,1,12,2005,0.001362398,0.001585205,0.000279192
active_enum,1,7,11027,0.001362398,0.000924703,0.001535489
my_obfuscate,1,1,2233,0.001362398,0.0001321,0.000310941
rspec-set,1,3,710,0.001362398,0.000396301,9.88661E-05
backgroundrb-rails3,1,4,2992,0.001362398,0.000528402,0.00041663
ruby-xslt,1,13,35970,0.001362398,0.001717305,0.005008754
acts_as_localizable,2,1,1611,0.002724796,0.0001321,0.000224329
socksify,1,2,6424,0.001362398,0.000264201,0.00089453
pdf-stamper,1,1,941,0.001362398,0.0001321,0.000131032
pdf-toolkit,1,15,5404,0.001362398,0.001981506,0.000752497
pdf_utils,1,1,532,0.001362398,0.0001321,7.408E-05
seedbank,1,6,1429,0.001362398,0.000792602,0.000198986
curb-fu,2,15,6640,0.002724796,0.001981506,0.000924607
sketches,1,16,15240,0.001362398,0.002113606,0.002122141
validatable,4,125,41848,0.005449591,0.01651255,0.005827254
config_object,3,1,634,0.004087193,0.0001321,8.82833E-05
html_to_plain_text,1,3,502,0.001362398,0.000396301,6.99025E-05
last_mod_cache,1,2,305,0.001362398,0.000264201,4.24707E-05
brightcove-api,1,11,4228,0.001362398,0.001453104,0.000588741
acts_as_revisionable,1,3,2345,0.001362398,0.000396301,0.000326537
memory_test_fix,1,4,2880,0.001362398,0.000528402,0.000401035
rufus-mnemo,1,15,10367,0.001362398,0.001981506,0.001443585
lumberjack,2,8,1311,0.002724796,0.001056803,0.000182554
whiskey_disk,1,6,8550,0.001362398,0.000792602,0.001190571
mongoid_auto_inc,1,3,782,0.001362398,0.000396301,0.000108892
mixpanel_client,2,13,5160,0.002724796,0.001717305,0.00071852
vanities,2,3,563,0.002724796,0.000396301,7.83967E-05
parseconfig,1,2,15764,0.001362398,0.000264201,0.002195107
enumerations_mixin,1,5,1043,0.001362398,0.000660502,0.000145236
sequel_rails3,2,1,1134,0.002724796,0.0001321,0.000157907
redns,3,1,3564,0.004087193,0.0001321,0.00049628
whois,3,26,34541,0.004087193,0.00343461,0.004809768
em-mysql,2,1,2639,0.002724796,0.0001321,0.000367476
text-hyphen,1,34,132839,0.001362398,0.004491413,0.018497577
freshbooks,1,6,1909,0.001362398,0.000792602,0.000265825
ruby-taglib2,1,1,1688,0.001362398,0.0001321,0.000235051
comfortable_mexican_sofa,1,11,18737,0.001362398,0.001453104,0.002609091
aws-ext,2,3,1941,0.002724796,0.000396301,0.000270281
timeliness,1,180,36139,0.001362398,0.023778071,0.005032287
sunspot_test,1,3,1051,0.001362398,0.000396301,0.00014635
file-utils,1,3,1931,0.001362398,0.000396301,0.000268888
tvdb_party,1,4,5523,0.001362398,0.000528402,0.000769067
cups,1,3,2627,0.001362398,0.000396301,0.000365805
bridge,2,1,12371,0.002724796,0.0001321,0.001722638
proxies,1,231,30509,0.001362398,0.030515192,0.00424832
beaconpush,1,1,766,0.001362398,0.0001321,0.000106664
googlepagerank,1,5,2681,0.001362398,0.000660502,0.000373324
pauldix-feedzirra,1,54,0,0.001362398,0.007133421,0
bcurren-freshbooks.rb,1,7,0,0.001362398,0.000924703,0
statsmix,1,1,791,0.001362398,0.0001321,0.000110145
ohai,1,18,375139,0.001362398,0.002377807,0.05223739
oauth2-provider,1,4,8867,0.001362398,0.000528402,0.001234713
jwt,2,37,18006,0.002724796,0.004887715,0.002507301
faraday-stack,1,45,16660,0.001362398,0.005944518,0.002319873
i18n-inflector-rails,1,6,16054,0.001362398,0.000792602,0.002235489
fixture_builder,1,12,19312,0.001362398,0.001585205,0.002689159
klout,1,1,614,0.001362398,0.0001321,8.54983E-05
spectator-validates_email,2,6,3556,0.002724796,0.000792602,0.000495166
carrot,1,16,12328,0.001362398,0.002113606,0.00171665
elkinsware-erubis_rails_helper,1,7,0,0.001362398,0.000924703,0
reliable-msg,1,7,3973,0.001362398,0.000924703,0.000553233
celerity,1,549,360252,0.001362398,0.072523118,0.050164403
activerecord-jdbcmssql-adapter,1,2,6436,0.001362398,0.000264201,0.000896201
jdbc-sqlite3,1,2,41397,0.001362398,0.000264201,0.005764453
activemdb,1,1,2795,0.001362398,0.0001321,0.000389198
firewatir,1,14,98850,0.001362398,0.001849406,0.013764674
mootools-rails,1,4,1356,0.001362398,0.000528402,0.00018882
valium,2,6,888,0.002724796,0.000792602,0.000123652
rack-gridfs,1,10,2228,0.001362398,0.001321004,0.000310245
active_merchant_first_data,1,1,116,0.001362398,0.0001321,1.61528E-05
localtunnel,1,4,5048,0.001362398,0.000528402,0.000702924
stateflow,2,19,10171,0.002724796,0.002509908,0.001416292
rspec-spies,1,1,3135,0.001362398,0.0001321,0.000436543
jsonify-rails,2,2,1196,0.002724796,0.000264201,0.000166541
nfo-resque-mongo,1,1,223,0.001362398,0.0001321,3.10523E-05
win32-process,1,3,112717,0.001362398,0.000396301,0.015695627
sprite-factory,1,1,545,0.001362398,0.0001321,7.58902E-05
compass-susy-plugin,1,47,22983,0.001362398,0.006208719,0.003200339
javascript_features,2,4,540,0.002724796,0.000528402,7.5194E-05
easy-prof,1,5,977,0.001362398,0.000660502,0.000136045
data_mapper,2,2,35329,0.002724796,0.000264201,0.004919496
terminator,1,5,4742,0.001362398,0.000660502,0.000660314
valvat,1,5,2899,0.001362398,0.000660502,0.00040368
joint,1,16,11702,0.001362398,0.002113606,0.001629481
mm-concerns,1,1,620,0.001362398,0.0001321,8.63338E-05
mm-embeddable,1,1,391,0.001362398,0.0001321,5.4446E-05
mm-paranoid,1,4,528,0.001362398,0.000528402,7.3523E-05
mm-stripper,1,1,532,0.001362398,0.0001321,7.408E-05
mm-multi-parameter-attributes,1,21,1878,0.001362398,0.002774108,0.000261508
mm-sanitize,1,1,505,0.001362398,0.0001321,7.03203E-05
mongo_mapper_acts_as_list,2,8,1217,0.002724796,0.001056803,0.000169465
mongo-rails-instrumentation,1,15,3783,0.001362398,0.001981506,0.000526776
escargot,1,2,409,0.001362398,0.000264201,5.69525E-05
starling,1,46,18027,0.001362398,0.006076618,0.002510225
rack-webtranslateit,1,2,2142,0.001362398,0.000264201,0.000298269
image_validator,1,2,575,0.001362398,0.000264201,8.00677E-05
adwords-api,1,2,0,0.001362398,0.000264201,0
cwninja-whenever,1,2,0,0.001362398,0.000264201,0
super-poller,1,2,1582,0.001362398,0.000264201,0.00022029
peach,2,9,3436,0.002724796,0.001188904,0.000478456
resource_controller,1,32,9191,0.001362398,0.004227213,0.001279829
inkling,1,1,2184,0.001362398,0.0001321,0.000304118
ruote,1,6,11409,0.001362398,0.000792602,0.001588681
ratom,1,14,16881,0.001362398,0.001849406,0.002350647
gemcutter,1,37,320685,0.001362398,0.004887715,0.044654774
gabba,1,17,1902,0.001362398,0.002245707,0.00026485
backbone-rails,2,4,2303,0.002724796,0.000528402,0.000320688
nested_has_many_through,1,13,1144,0.001362398,0.001717305,0.0001593
isbn-tools,1,9,2221,0.001362398,0.001188904,0.00030927
heroku-rails,1,7,4933,0.001362398,0.000924703,0.000686911
guard-passenger,1,5,4520,0.001362398,0.000660502,0.000629401
ruby-pg,1,5,15055,0.001362398,0.000660502,0.00209638
rdf,1,4,18176,0.001362398,0.000528402,0.002530973
pismo,1,9,4744,0.001362398,0.001188904,0.000660593
heroku_s3_backup,2,32,1471,0.002724796,0.004227213,0.000204834
nokogiri-happymapper,2,10,2550,0.002724796,0.001321004,0.000355083
restclient_with_cert,1,62,10045,0.001362398,0.008190225,0.001398747
acts_as_archive,3,62,13979,0.004087193,0.008190225,0.001946549
rest-open-uri,1,5,6563,0.001362398,0.000660502,0.000913885
refinerycms-portfolio,1,30,10183,0.001362398,0.003963012,0.001417963
amistad,1,13,5658,0.001362398,0.001717305,0.000787866
thoughtbot-pacecar,1,2,0,0.001362398,0.000264201,0
acts_as_state_machine,1,30,10703,0.001362398,0.003963012,0.001490372
couch_potato,1,11,16238,0.001362398,0.001453104,0.002261111
maser-resource_controller,1,1,0,0.001362398,0.0001321,0
servolux,1,2,11505,0.001362398,0.000264201,0.001602049
statarray,1,5,1495,0.001362398,0.000660502,0.000208176
zucker,1,9,12436,0.001362398,0.001188904,0.001731689
hashery,1,6,5918,0.001362398,0.000792602,0.00082407
youtube_it,3,51,10500,0.004087193,0.00673712,0.001462105
masterplan,1,1,551,0.001362398,0.0001321,7.67257E-05
alter-ego,1,12,4128,0.001362398,0.001585205,0.000574816
memcache,1,31,28043,0.001362398,0.004095112,0.003904934
braid,1,3,5282,0.001362398,0.000396301,0.000735508
ruby-ip,1,4,4841,0.001362398,0.000528402,0.0006741
statsd,1,5,728,0.001362398,0.000660502,0.000101373
kensa,1,2,4925,0.001362398,0.000264201,0.000685797
humanize,1,3,1000,0.001362398,0.000396301,0.000139248
google-search,1,6,4041,0.001362398,0.000792602,0.000562702
google-translate,1,6,14295,0.001362398,0.000792602,0.001990551
elif,1,25,34973,0.001362398,0.00330251,0.004869923
binged,1,2,2974,0.001362398,0.000264201,0.000414124
bj,1,20,10426,0.001362398,0.002642008,0.001451801
cached_model,1,15,8764,0.001362398,0.001981506,0.00122037
friendly,1,3,6622,0.001362398,0.000396301,0.000922101
htmltools,1,10,5344,0.001362398,0.001321004,0.000744142
memcache-client-stats,1,3,1337,0.001362398,0.000396301,0.000186175
rc-rest,1,15,14937,0.001362398,0.001981506,0.002079949
rfacebook,1,14,20113,0.001362398,0.001849406,0.002800697
ruby-yadis,1,14,37316,0.001362398,0.001849406,0.005196182
sg-ruby,1,14,1288,0.001362398,0.001849406,0.000179352
simple-fluther,1,2,1721,0.001362398,0.000264201,0.000239646
SQS,1,3,3228,0.001362398,0.000396301,0.000449493
swiftiply,1,2,2843,0.001362398,0.000264201,0.000395882
google-ads-common,1,8,2478,0.001362398,0.001056803,0.000345057
app_config,2,15,6487,0.002724796,0.001981506,0.000903302
googlestaticmap,1,9,1678,0.001362398,0.001188904,0.000233658
right-rails,1,6,8630,0.001362398,0.000792602,0.001201711
ignore_nil,1,1,1925,0.001362398,0.0001321,0.000268053
s3_logger,1,2,243,0.001362398,0.000264201,3.38373E-05
nested_liquid,1,1,849,0.001362398,0.0001321,0.000118222
has_inherited,1,1,1004,0.001362398,0.0001321,0.000139805
date-performance,2,25,6825,0.002724796,0.00330251,0.000950368
acts_as_eav_model,1,1,1216,0.001362398,0.0001321,0.000169326
preference_fu,1,3,1183,0.001362398,0.000396301,0.00016473
rack-geoip,1,1,768,0.001362398,0.0001321,0.000106943
resque-mock,1,2,471,0.001362398,0.000264201,6.55859E-05
ruleby,1,7,5923,0.001362398,0.000924703,0.000824766
resque-pubsub,1,1,349,0.001362398,0.0001321,4.85976E-05
cas_client,1,1,436,0.001362398,0.0001321,6.07122E-05
resque-send-later,1,3,162,0.001362398,0.000396301,2.25582E-05
attached,3,1,8714,0.004087193,0.0001321,0.001213408
formula,1,1,6330,0.001362398,0.0001321,0.00088144
test-spec,4,8,28752,0.005449591,0.001056803,0.004003661
premailer-rails3,1,5,530,0.001362398,0.000660502,7.38015E-05
encrypted_strings,1,12,9926,0.001362398,0.001585205,0.001382177
rsvg2,1,2,4332,0.001362398,0.000264201,0.000603223
sanitize_email,1,26,7084,0.001362398,0.00343461,0.000986433
sprite,1,7,4655,0.001362398,0.000924703,0.0006482
request_log,1,3,890,0.001362398,0.000396301,0.000123931
debug_log,1,1,1515,0.001362398,0.0001321,0.000210961
menu_builder,1,3,4098,0.001362398,0.000396301,0.000570639
natcmp,1,1,641,0.001362398,0.0001321,8.9258E-05
unidecoder,1,10,5250,0.001362398,0.001321004,0.000731052
artifice,2,6,5794,0.002724796,0.000792602,0.000806803
forem,1,1,150,0.001362398,0.0001321,2.08872E-05
asf-rest-adapter,1,2,1173,0.001362398,0.000264201,0.000163338
to_slug,1,5,1930,0.001362398,0.000660502,0.000268749
twiliolib,2,100,18904,0.002724796,0.01321004,0.002632346
remit,1,17,5035,0.001362398,0.002245707,0.000701114
couchrest_model,1,32,9082,0.001362398,0.004227213,0.001264651
spruz,1,198,304414,0.001362398,0.026155878,0.042389068
isbn,1,3,3041,0.001362398,0.000396301,0.000423453
instagram,1,14,4113,0.001362398,0.001849406,0.000572727
browser_detect,1,2,802,0.001362398,0.000264201,0.000111677
wufoo,1,2,1088,0.001362398,0.000264201,0.000151502
gust,1,1,748,0.001362398,0.0001321,0.000104158
hashr,1,2,2345,0.001362398,0.000264201,0.000326537
rack-accept,1,1,10907,0.001362398,0.0001321,0.001518779
gowalla,1,11,8333,0.001362398,0.001453104,0.001160354
twitpic-full,1,4,277,0.001362398,0.000528402,3.85717E-05
ach,1,5,2049,0.001362398,0.000660502,0.000285319
delayed_job_tracer,1,1,539,0.001362398,0.0001321,7.50547E-05
e20_ops_middleware,2,11,2600,0.002724796,0.001453104,0.000362045
attr_encodable,1,1,229,0.001362398,0.0001321,3.18878E-05
porter,1,1,2684,0.001362398,0.0001321,0.000373742
ruby-smpp,1,5,4178,0.001362398,0.000660502,0.000581779
exception_logger,1,12,4607,0.001362398,0.001585205,0.000641516
simple_record,1,17,38248,0.001362398,0.002245707,0.005325961
address_standardization,1,4,1741,0.001362398,0.000528402,0.000242431
with_action,1,4,700,0.001362398,0.000528402,9.74737E-05
archive-zip,1,7,4513,0.001362398,0.000924703,0.000628427
easy_roles,1,39,12487,0.001362398,0.005151915,0.001738791
pngqr,1,2,742,0.001362398,0.000264201,0.000103322
crumble,1,12,5959,0.001362398,0.001585205,0.000829779
crewait,1,26,5259,0.001362398,0.00343461,0.000732306
backports,1,20,63131,0.001362398,0.002642008,0.008790871
also_migrate,1,20,7095,0.001362398,0.002642008,0.000987965
mover,1,21,6598,0.001362398,0.002774108,0.000918759
rspec-on-rails-matchers,1,1,269,0.001362398,0.0001321,3.74577E-05
brazilian-rails,1,16,27770,0.001362398,0.002113606,0.003866919
password_strength,2,7,8536,0.002724796,0.000924703,0.001188622
infinity_test,1,7,5770,0.001362398,0.000924703,0.000803461
ruby-units,1,16,18159,0.001362398,0.002113606,0.002528606
memprof,1,7,12211,0.001362398,0.000924703,0.001700358
assert_difference,1,1,607,0.001362398,0.0001321,8.45236E-05
broach,1,19,7753,0.001362398,0.002509908,0.00107959
haversine,1,6,972,0.001362398,0.000792602,0.000135349
jason,1,2,686,0.001362398,0.000264201,9.55242E-05
passgen,1,4,1734,0.001362398,0.000528402,0.000241456
restfulie,1,21,9508,0.001362398,0.002774108,0.001323971
zeppelin,1,6,414,0.001362398,0.000792602,5.76487E-05
capistrano-helpers,1,5,8006,0.001362398,0.000660502,0.00111482
i18n_generators,1,9,8199,0.001362398,0.001188904,0.001141695
json-jruby,1,4,40289,0.001362398,0.000528402,0.005610166
devise_security_extension,1,5,2221,0.001362398,0.000660502,0.00030927
showoff-io,1,1,4741,0.001362398,0.0001321,0.000660175
rspec_multi_matchers,1,1,2115,0.001362398,0.0001321,0.00029451
uploadify_rails3,1,2,754,0.001362398,0.000264201,0.000104993
swearjar,1,2,1472,0.001362398,0.000264201,0.000204973
redis-session-store,1,8,3883,0.001362398,0.001056803,0.0005407
open_graph,1,2,1309,0.001362398,0.000264201,0.000182276
pyapns,1,1,427,0.001362398,0.0001321,5.94589E-05
ruby-duration,1,4,4709,0.001362398,0.000528402,0.000655719
time_travel,2,2,1320,0.002724796,0.000264201,0.000183807
easy_globalize3_accessors,1,3,1198,0.001362398,0.000396301,0.000166819
formtastic_calendar_date_select,1,2,1434,0.001362398,0.000264201,0.000199682
ActionMailer-Base-to-use-an-absolute-path-template,1,1,1182,0.001362398,0.0001321,0.000164591
bigdecimal-segfault-fix,1,1,854,0.001362398,0.0001321,0.000118918
most_nested_hash,1,1,775,0.001362398,0.0001321,0.000107917
paperclip-time-stamped,1,1,2275,0.001362398,0.0001321,0.000316789
Pr0d1r2-geokit,1,1,1554,0.001362398,0.0001321,0.000216392
rails_relations_fix,1,1,1152,0.001362398,0.0001321,0.000160414
url_safe_base64,1,3,1703,0.001362398,0.000396301,0.000237139
with_filled_field_scope,1,1,1449,0.001362398,0.0001321,0.00020177
acts-as-messageable,10,4,2892,0.013623978,0.000528402,0.000402705
capybara-envjs-fixes,10,3,5843,0.013623978,0.000396301,0.000813627
ready_for_i18n,2,2,3706,0.002724796,0.000264201,0.000516053
flexible_csv,2,3,2060,0.002724796,0.000396301,0.000286851
bounce-email,2,1,1270,0.002724796,0.0001321,0.000176845
postgres_sequence_support,2,1,773,0.002724796,0.0001321,0.000107639
db2s3,1,15,3760,0.001362398,0.001981506,0.000523573
lindo,1,1,1498,0.001362398,0.0001321,0.000208594
sinatra-reloader,2,3,23505,0.002724796,0.000396301,0.003273026
require_all,1,41,20589,0.001362398,0.005416116,0.002866979
autowatchr,1,1,4259,0.001362398,0.0001321,0.000593058
r38y-aasm,1,4,513,0.001362398,0.000528402,7.14343E-05
le88-aws-s3,1,4,147,0.001362398,0.000528402,2.04695E-05
hooks,1,23,7527,0.001362398,0.003038309,0.00104812
blueprints,1,4,15649,0.001362398,0.000528402,0.002179093
heroku_plus,1,1,2766,0.001362398,0.0001321,0.00038516
markerb,1,4,266,0.001362398,0.000528402,3.704E-05
paginate,1,6,3681,0.001362398,0.000792602,0.000512572
mongo_ext,1,50,54062,0.001362398,0.00660502,0.00752803
async_sinatra,1,3,12946,0.001362398,0.000396301,0.001802706
rainbows,2,6,17705,0.002724796,0.000792602,0.002465387
asset_hat,1,29,11044,0.001362398,0.003830911,0.001537856
io-extra,1,1,3522,0.001362398,0.0001321,0.000490432
tidy_ffi,1,15,8011,0.001362398,0.001981506,0.001115516
nntp,1,2,1629,0.001362398,0.000264201,0.000226835
calais,1,10,6805,0.001362398,0.001321004,0.000947583
spreadsheet-excel,1,16,10542,0.001362398,0.002113606,0.001467953
dawanda-statsd-client,1,2,1757,0.001362398,0.000264201,0.000244659
mock-aws-s3,1,1,2141,0.001362398,0.0001321,0.00029813
mock_redis,1,2,2044,0.001362398,0.000264201,0.000284623
acts_as_money,1,4,1311,0.001362398,0.000528402,0.000182554
ruby-mp3info,2,52,28005,0.002724796,0.006869221,0.003899643
tunecore_direct,1,2,4326,0.001362398,0.000264201,0.000602387
media_monster_client,1,1,132,0.001362398,0.0001321,1.83807E-05
nu_wav,1,1,969,0.001362398,0.0001321,0.000134931
activemessaging,1,13,11889,0.001362398,0.001717305,0.001655521
justinfrench-formtastic,1,70,0,0.001362398,0.009247028,0
POpen4,1,762,136345,0.001362398,0.100660502,0.018985781
seer,1,35,7234,0.001362398,0.004623514,0.001007321
google_places,1,5,925,0.001362398,0.000660502,0.000128804
sequel_pg,1,2,2302,0.001362398,0.000264201,0.000320549
goose,1,2,949,0.001362398,0.000264201,0.000132146
activemerchant_patch_for_china,1,2,4895,0.001362398,0.000264201,0.000681619
racc,1,20,16373,0.001362398,0.002642008,0.002279909
rack-xframe-options,1,2,1019,0.001362398,0.000264201,0.000141894
rotp,1,3,806,0.001362398,0.000396301,0.000112234
resque-dynamic-queues,2,4,1181,0.002724796,0.000528402,0.000164452
magick_title,1,1,864,0.001362398,0.0001321,0.00012031
naturalsort,1,2,2760,0.001362398,0.000264201,0.000384325
geonames,1,39,23279,0.001362398,0.005151915,0.003241556
private_pub,1,3,483,0.001362398,0.000396301,6.72568E-05
matthuhiggins-foreigner,2,26,13469,0.002724796,0.00343461,0.001875533
i18n_data,2,12,5273,0.002724796,0.001585205,0.000734255
redbox,1,3,2782,0.001362398,0.000396301,0.000387388
active_record_base_without_table,1,8,5648,0.001362398,0.001056803,0.000786473
sslrequirement,1,13,3466,0.001362398,0.001717305,0.000482634
rjb,1,13,54437,0.001362398,0.001717305,0.007580248
biomart,1,1,3817,0.001362398,0.0001321,0.00053151
mongo_store,1,4,2433,0.001362398,0.000528402,0.000338791
ripple,1,2,9168,0.001362398,0.000264201,0.001276626
clogger,1,1,8209,0.001362398,0.0001321,0.001143088
rspec-http,1,1,1269,0.001362398,0.0001321,0.000176706
adwords4r,1,25,21744,0.001362398,0.00330251,0.00302781
rchardet,1,35,22563,0.001362398,0.004623514,0.003141855
require_hooks,1,1,338,0.001362398,0.0001321,4.70659E-05
data_fabric,1,28,8958,0.001362398,0.003698811,0.001247384
deep_merge,1,7,4689,0.001362398,0.000924703,0.000652934
prawn-graph,1,1,1636,0.001362398,0.0001321,0.00022781
guard-ego,1,2,1868,0.001362398,0.000264201,0.000260115
activerecord-nulldb-adapter,1,3,5811,0.001362398,0.000396301,0.000809171
embedly,1,27,5051,0.001362398,0.003566711,0.000703342
rspec-given,1,2,1769,0.001362398,0.000264201,0.00024633
citrus,1,2,10947,0.001362398,0.000264201,0.001524349
inherited_resources_views,1,32,9412,0.001362398,0.004227213,0.001310603
mongoid-eager-loading,1,8,2994,0.001362398,0.001056803,0.000416909
rack-mount,1,6268,3557351,0.001362398,0.828005284,0.495354336
bzip2-ruby,1,8,5807,0.001362398,0.001056803,0.000808614
be_valid_asset,1,4,1860,0.001362398,0.000528402,0.000259001
irb_callbacks,1,1,807,0.001362398,0.0001321,0.000112373
doc_raptor,1,21,4727,0.001362398,0.002774108,0.000658226
elasticity,1,1,1786,0.001362398,0.0001321,0.000248697
mimemagic,1,149,15841,0.001362398,0.019682959,0.002205829
grb,1,6,7490,0.001362398,0.000792602,0.001042968
nilify_blanks,1,4,946,0.001362398,0.000528402,0.000131729
sunspot_index_queue,1,9,2761,0.001362398,0.001188904,0.000384464
gmail_xoauth,1,26,14612,0.001362398,0.00343461,0.002034693
rack-revision-info,3,4,1746,0.004087193,0.000528402,0.000243127
warden-openid,1,1,1428,0.001362398,0.0001321,0.000198846
gpgme,1,10,3833,0.001362398,0.001321004,0.000533738
resque-multi-job-forks,1,9,2573,0.001362398,0.001188904,0.000358285
comatose,1,2,1040,0.001362398,0.000264201,0.000144818
alphasights-prawn,1,5,2866,0.001362398,0.000660502,0.000399085
inline,1,4,6499,0.001362398,0.000528402,0.000904973
aws_credentials,1,1,2012,0.001362398,0.0001321,0.000280167
daikon,1,3,6962,0.001362398,0.000396301,0.000969445
choice,1,29,33950,0.001362398,0.003830911,0.004727473
